population,scheme,period_start,period_label,archetype,share_pct
all_rows_missing_visibility_equal,log_cap_p99,1975,1975–1979,Magician/Transformer,4.0758123786448355
all_rows_missing_visibility_equal,log_cap_p99,1975,1975–1979,Rebel/Outlaw,3.323792238426572
all_rows_missing_visibility_equal,log_cap_p99,1975,1975–1979,Ruler/Leader,4.403971171403826
all_rows_missing_visibility_equal,log_cap_p99,1975,1975–1979,Sage/Investigator,6.219508170799365
all_rows_missing_visibility_equal,log_cap_p99,1980,1980–1984,Caregiver/Guardian,3.6092313704847307
all_rows_missing_visibility_equal,log_cap_p99,1980,1980–1984,Creator/Artist,4.096749370761257
all_rows_missing_visibility_equal,log_cap_p99,1980,1980–1984,Everyman/Orphan,5.5333643058328335
all_rows_missing_visibility_equal,log_cap_p99,1980,1980–1984,Explorer/Seeker,21.830911794559373
all_rows_missing_visibility_equal,log_cap_p99,1980,1980–1984,Hero/Warrior,40.10869780901604
all_rows_missing_visibility_equal,log_cap_p99,1980,1980–1984,Innocent,0.6345015539327475
all_rows_missing_visibility_equal,log_cap_p99,1980,1980–1984,Jester/Trickster,0.4899601232742643
all_rows_missing_visibility_equal,log_cap_p99,1980,1980–1984,Lover,0.5407348276545669
all_rows_missing_visibility_equal,log_cap_p99,1980,1980–1984,Magician/Transformer,6.864786911758787
all_rows_missing_visibility_equal,log_cap_p99,1980,1980–1984,Rebel/Outlaw,1.585221783108717
all_rows_missing_visibility_equal,log_cap_p99,1980,1980–1984,Ruler/Leader,5.083893599402797
all_rows_missing_visibility_equal,log_cap_p99,1980,1980–1984,Sage/Investigator,9.719938574868738
all_rows_missing_visibility_equal,log_cap_p99,1985,1985–1989,Caregiver/Guardian,3.2668182196679867
all_rows_missing_visibility_equal,log_cap_p99,1985,1985–1989,Creator/Artist,3.182430246271097
all_rows_missing_visibility_equal,log_cap_p99,1985,1985–1989,Everyman/Orphan,4.987071514686331
all_rows_missing_visibility_equal,log_cap_p99,1985,1985–1989,Explorer/Seeker,24.84635089738207
all_rows_missing_visibility_equal,log_cap_p99,1985,1985–1989,Hero/Warrior,36.031926881082256
all_rows_missing_visibility_equal,log_cap_p99,1985,1985–1989,Innocent,0.8012750333470468
all_rows_missing_visibility_equal,log_cap_p99,1985,1985–1989,Jester/Trickster,1.5750219890266457
all_rows_missing_visibility_equal,log_cap_p99,1985,1985–1989,Lover,1.9682506867100173
all_rows_missing_visibility_equal,log_cap_p99,1985,1985–1989,Magician/Transformer,6.497016666810609
all_rows_missing_visibility_equal,log_cap_p99,1985,1985–1989,Rebel/Outlaw,2.081070802552437
all_rows_missing_visibility_equal,log_cap_p99,1985,1985–1989,Ruler/Leader,5.543105195121214
all_rows_missing_visibility_equal,log_cap_p99,1985,1985–1989,Sage/Investigator,9.06285909550106
all_rows_missing_visibility_equal,log_cap_p99,1990,1990–1994,Caregiver/Guardian,3.138390621516348
all_rows_missing_visibility_equal,log_cap_p99,1990,1990–1994,Creator/Artist,3.0131867920463877
all_rows_missing_visibility_equal,log_cap_p99,1990,1990–1994,Everyman/Orphan,4.821379984159546
all_rows_missing_visibility_equal,log_cap_p99,1990,1990–1994,Explorer/Seeker,24.274682151609795
all_rows_missing_visibility_equal,log_cap_p99,1990,1990–1994,Hero/Warrior,34.73888603027653
all_rows_missing_visibility_equal,log_cap_p99,1990,1990–1994,Innocent,1.875861505981895
all_rows_missing_visibility_equal,log_cap_p99,1990,1990–1994,Jester/Trickster,2.693494922066621
all_rows_missing_visibility_equal,log_cap_p99,1990,1990–1994,Lover,1.6831100080559769
all_rows_missing_visibility_equal,log_cap_p99,1990,1990–1994,Magician/Transformer,7.171471563622161
all_rows_missing_visibility_equal,log_cap_p99,1990,1990–1994,Rebel/Outlaw,2.218712526119032
all_rows_missing_visibility_equal,log_cap_p99,1990,1990–1994,Ruler/Leader,5.8478729082818575
all_rows_missing_visibility_equal,log_cap_p99,1990,1990–1994,Sage/Investigator,8.008566383146105
all_rows_missing_visibility_equal,log_cap_p99,1995,1995–1999,Caregiver/Guardian,2.9371991349369306
all_rows_missing_visibility_equal,log_cap_p99,1995,1995–1999,Creator/Artist,3.550397921482073
all_rows_missing_visibility_equal,log_cap_p99,1995,1995–1999,Everyman/Orphan,5.609494100603908
all_rows_missing_visibility_equal,log_cap_p99,1995,1995–1999,Explorer/Seeker,24.349923449057364
all_rows_missing_visibility_equal,log_cap_p99,1995,1995–1999,Hero/Warrior,28.127089312137326
all_rows_missing_visibility_equal,log_cap_p99,1995,1995–1999,Innocent,2.294100651492723
all_rows_missing_visibility_equal,log_cap_p99,1995,1995–1999,Jester/Trickster,3.1180312432640584
all_rows_missing_visibility_equal,log_cap_p99,1995,1995–1999,Lover,2.40211325217415
all_rows_missing_visibility_equal,log_cap_p99,1995,1995–1999,Magician/Transformer,6.1269432570230915
all_rows_missing_visibility_equal,log_cap_p99,1995,1995–1999,Rebel/Outlaw,4.012539656274865
all_rows_missing_visibility_equal,log_cap_p99,1995,1995–1999,Ruler/Leader,6.078563826322124
all_rows_missing_visibility_equal,log_cap_p99,1995,1995–1999,Sage/Investigator,9.873777428025642
all_rows_missing_visibility_equal,log_cap_p99,2000,2000–2004,Caregiver/Guardian,2.6260555173348186
all_rows_missing_visibility_equal,log_cap_p99,2000,2000–2004,Creator/Artist,2.7403169215339918
all_rows_missing_visibility_equal,log_cap_p99,2000,2000–2004,Everyman/Orphan,5.377594144043112
all_rows_missing_visibility_equal,log_cap_p99,2000,2000–2004,Explorer/Seeker,24.023765116204057
all_rows_missing_visibility_equal,log_cap_p99,2000,2000–2004,Hero/Warrior,28.54570014578537
all_rows_missing_visibility_equal,log_cap_p99,2000,2000–2004,Innocent,1.8736976607333538
all_rows_missing_visibility_equal,log_cap_p99,2000,2000–2004,Jester/Trickster,2.990168686727343
all_rows_missing_visibility_equal,log_cap_p99,2000,2000–2004,Lover,2.4487435062718492
all_rows_missing_visibility_equal,log_cap_p99,2000,2000–2004,Magician/Transformer,5.675923601570384
all_rows_missing_visibility_equal,log_cap_p99,2000,2000–2004,Rebel/Outlaw,5.6269912997810705
all_rows_missing_visibility_equal,log_cap_p99,2000,2000–2004,Ruler/Leader,6.870929978641182
all_rows_missing_visibility_equal,log_cap_p99,2000,2000–2004,Sage/Investigator,8.911664134004921
all_rows_missing_visibility_equal,log_cap_p99,2005,2005–2009,Caregiver/Guardian,2.5142449646084377
all_rows_missing_visibility_equal,log_cap_p99,2005,2005–2009,Creator/Artist,3.3561174100986655
all_rows_missing_visibility_equal,log_cap_p99,2005,2005–2009,Everyman/Orphan,6.712172010502149
all_rows_missing_visibility_equal,log_cap_p99,2005,2005–2009,Explorer/Seeker,21.647884188831735
all_rows_missing_visibility_equal,log_cap_p99,2005,2005–2009,Hero/Warrior,27.52203772998182
all_rows_missing_visibility_equal,log_cap_p99,2005,2005–2009,Innocent,1.5656169560701814
all_rows_missing_visibility_equal,log_cap_p99,2005,2005–2009,Jester/Trickster,4.059474935357845
all_rows_missing_visibility_equal,log_cap_p99,2005,2005–2009,Lover,2.4687968648335668
all_rows_missing_visibility_equal,log_cap_p99,2005,2005–2009,Magician/Transformer,4.772715609197303
all_rows_missing_visibility_equal,log_cap_p99,2005,2005–2009,Rebel/Outlaw,5.84487387787644
all_rows_missing_visibility_equal,log_cap_p99,2005,2005–2009,Ruler/Leader,6.87205370748228
all_rows_missing_visibility_equal,log_cap_p99,2005,2005–2009,Sage/Investigator,9.787440512534303
all_rows_missing_visibility_equal,log_cap_p99,2010,2010–2014,Caregiver/Guardian,2.360423106026798
all_rows_missing_visibility_equal,log_cap_p99,2010,2010–2014,Creator/Artist,4.36757070536141
all_rows_missing_visibility_equal,log_cap_p99,2010,2010–2014,Everyman/Orphan,8.719257231664784
all_rows_missing_visibility_equal,log_cap_p99,2010,2010–2014,Explorer/Seeker,20.24850565404977
all_rows_missing_visibility_equal,log_cap_p99,2010,2010–2014,Hero/Warrior,23.393580214106404
all_rows_missing_visibility_equal,log_cap_p99,2010,2010–2014,Innocent,2.20341442402328
all_rows_missing_visibility_equal,log_cap_p99,2010,2010–2014,Jester/Trickster,5.352657910286053
all_rows_missing_visibility_equal,log_cap_p99,2010,2010–2014,Lover,3.0135131079312236
all_rows_missing_visibility_equal,log_cap_p99,2010,2010–2014,Magician/Transformer,4.986856531120575
all_rows_missing_visibility_equal,log_cap_p99,2010,2010–2014,Rebel/Outlaw,6.844524291289757
all_rows_missing_visibility_equal,log_cap_p99,2010,2010–2014,Ruler/Leader,5.859559813043829
all_rows_missing_visibility_equal,log_cap_p99,2010,2010–2014,Sage/Investigator,8.851501337336822
all_rows_missing_visibility_equal,log_cap_p99,2015,2015–2019,Caregiver/Guardian,2.370352397974357
all_rows_missing_visibility_equal,log_cap_p99,2015,2015–2019,Creator/Artist,4.438749311899558
all_rows_missing_visibility_equal,log_cap_p99,2015,2015–2019,Everyman/Orphan,11.008851957826625
all_rows_missing_visibility_equal,log_cap_p99,2015,2015–2019,Explorer/Seeker,19.684357944143372
all_rows_missing_visibility_equal,log_cap_p99,2015,2015–2019,Hero/Warrior,19.361009134299938
all_rows_missing_visibility_equal,log_cap_p99,2015,2015–2019,Innocent,2.417226124517082
all_rows_missing_visibility_equal,log_cap_p99,2015,2015–2019,Jester/Trickster,6.029174409322819
all_rows_missing_visibility_equal,log_cap_p99,2015,2015–2019,Lover,3.3589895995003864
all_rows_missing_visibility_equal,log_cap_p99,2015,2015–2019,Magician/Transformer,5.696173463290265
all_rows_missing_visibility_equal,log_cap_p99,2015,2015–2019,Rebel/Outlaw,7.681983842785837
all_rows_missing_visibility_equal,log_cap_p99,2015,2015–2019,Ruler/Leader,5.395663358833024
all_rows_missing_visibility_equal,log_cap_p99,2015,2015–2019,Sage/Investigator,7.563993858732236
all_rows_missing_visibility_equal,log_cap_p99,2020,2020–2024,Caregiver/Guardian,2.971081059764206
all_rows_missing_visibility_equal,log_cap_p99,2020,2020–2024,Creator/Artist,4.951346906314768
all_rows_missing_visibility_equal,log_cap_p99,2020,2020–2024,Everyman/Orphan,11.620046739760838
all_rows_missing_visibility_equal,log_cap_p99,2020,2020–2024,Explorer/Seeker,21.692298525730024
all_rows_missing_visibility_equal,log_cap_p99,2020,2020–2024,Hero/Warrior,19.009480969608763
all_rows_missing_visibility_equal,log_cap_p99,2020,2020–2024,Innocent,2.365893449961549
all_rows_missing_visibility_equal,log_cap_p99,2020,2020–2024,Jester/Trickster,4.795567459532874
all_rows_missing_visibility_equal,log_cap_p99,2020,2020–2024,Lover,3.654492895662346
all_rows_missing_visibility_equal,log_cap_p99,2020,2020–2024,Magician/Transformer,5.530519144038493
all_rows_missing_visibility_equal,log_cap_p99,2020,2020–2024,Rebel/Outlaw,6.6641658474350605
all_rows_missing_visibility_equal,log_cap_p99,2020,2020–2024,Ruler/Leader,5.175147785248856
all_rows_missing_visibility_equal,log_cap_p99,2020,2020–2024,Sage/Investigator,7.110993485145222
all_rows_missing_visibility_equal,log_cap_p99,2025,2025,Caregiver/Guardian,3.0497496770376853
all_rows_missing_visibility_equal,log_cap_p99,2025,2025,Creator/Artist,5.256037732186333
all_rows_missing_visibility_equal,log_cap_p99,2025,2025,Everyman/Orphan,12.06607936357258
all_rows_missing_visibility_equal,log_cap_p99,2025,2025,Explorer/Seeker,27.87937178537342
all_rows_missing_visibility_equal,log_cap_p99,2025,2025,Hero/Warrior,19.82163520442466
all_rows_missing_visibility_equal,log_cap_p99,2025,2025,Innocent,1.679698250195349
all_rows_missing_visibility_equal,log_cap_p99,2025,2025,Jester/Trickster,3.1026595737179345
all_rows_missing_visibility_equal,log_cap_p99,2025,2025,Lover,2.67352690268313
all_rows_missing_visibility_equal,log_cap_p99,2025,2025,Magician/Transformer,5.152163102924464
all_rows_missing_visibility_equal,log_cap_p99,2025,2025,Rebel/Outlaw,4.843747821729242
all_rows_missing_visibility_equal,log_cap_p99,2025,2025,Ruler/Leader,4.8248841893686825
all_rows_missing_visibility_equal,log_cap_p99,2025,2025,Sage/Investigator,6.796413579225693
all_rows_missing_visibility_equal,log_reviews,1970,1970–1974,Caregiver/Guardian,6.315789473684211
all_rows_missing_visibility_equal,log_reviews,1970,1970–1974,Creator/Artist,21.703134240094617
all_rows_missing_visibility_equal,log_reviews,1970,1970–1974,Everyman/Orphan,11.727713287501409
all_rows_missing_visibility_equal,log_reviews,1970,1970–1974,Explorer/Seeker,28.975951113739402
all_rows_missing_visibility_equal,log_reviews,1970,1970–1974,Hero/Warrior,43.38360493539505
all_rows_missing_visibility_equal,log_reviews,1970,1970–1974,Innocent,11.270145384875464
all_rows_missing_visibility_equal,log_reviews,1970,1970–1974,Magician/Transformer,12.63157894736842
all_rows_missing_visibility_equal,log_reviews,1970,1970–1974,Rebel/Outlaw,5.913660555884092
all_rows_missing_visibility_equal,log_reviews,1970,1970–1974,Ruler/Leader,12.631578947368423
all_rows_missing_visibility_equal,log_reviews,1970,1970–1974,Sage/Investigator,8.763521536319205
all_rows_missing_visibility_equal,log_reviews,1975,1975–1979,Caregiver/Guardian,3.3762213306908615
all_rows_missing_visibility_equal,log_reviews,1975,1975–1979,Creator/Artist,9.922909130819908
all_rows_missing_visibility_equal,log_reviews,1975,1975–1979,Everyman/Orphan,6.12003147984685
all_rows_missing_visibility_equal,log_reviews,1975,1975–1979,Explorer/Seeker,24.730944041602168
all_rows_missing_visibility_equal,log_reviews,1975,1975–1979,Hero/Warrior,41.908679224692165
all_rows_missing_visibility_equal,log_reviews,1975,1975–1979,Innocent,3.274110965728599
all_rows_missing_visibility_equal,log_reviews,1975,1975–1979,Lover,1.3662653894615395
all_rows_missing_visibility_equal,log_reviews,1975,1975–1979,Magician/Transformer,4.0758123786448355
all_rows_missing_visibility_equal,log_reviews,1975,1975–1979,Rebel/Outlaw,3.323792238426572
all_rows_missing_visibility_equal,log_reviews,1975,1975–1979,Ruler/Leader,4.403971171403826
all_rows_missing_visibility_equal,log_reviews,1975,1975–1979,Sage/Investigator,6.219508170799365
all_rows_missing_visibility_equal,log_reviews,1980,1980–1984,Caregiver/Guardian,3.6092313704847307
all_rows_missing_visibility_equal,log_reviews,1980,1980–1984,Creator/Artist,4.096749370761257
all_rows_missing_visibility_equal,log_reviews,1980,1980–1984,Everyman/Orphan,5.5333643058328335
all_rows_missing_visibility_equal,log_reviews,1980,1980–1984,Explorer/Seeker,21.830911794559373
all_rows_missing_visibility_equal,log_reviews,1980,1980–1984,Hero/Warrior,40.10869780901604
all_rows_missing_visibility_equal,log_reviews,1980,1980–1984,Innocent,0.6345015539327475
all_rows_missing_visibility_equal,log_reviews,1980,1980–1984,Jester/Trickster,0.4899601232742643
all_rows_missing_visibility_equal,log_reviews,1980,1980–1984,Lover,0.5407348276545669
all_rows_missing_visibility_equal,log_reviews,1980,1980–1984,Magician/Transformer,6.864786911758787
all_rows_missing_visibility_equal,log_reviews,1980,1980–1984,Rebel/Outlaw,1.585221783108717
all_rows_missing_visibility_equal,log_reviews,1980,1980–1984,Ruler/Leader,5.083893599402797
all_rows_missing_visibility_equal,log_reviews,1980,1980–1984,Sage/Investigator,9.719938574868738
all_rows_missing_visibility_equal,log_reviews,1985,1985–1989,Caregiver/Guardian,3.2668182196679867
all_rows_missing_visibility_equal,log_reviews,1985,1985–1989,Creator/Artist,3.182430246271097
all_rows_missing_visibility_equal,log_reviews,1985,1985–1989,Everyman/Orphan,4.987071514686331
all_rows_missing_visibility_equal,log_reviews,1985,1985–1989,Explorer/Seeker,24.84635089738207
all_rows_missing_visibility_equal,log_reviews,1985,1985–1989,Hero/Warrior,36.031926881082256
all_rows_missing_visibility_equal,log_reviews,1985,1985–1989,Innocent,0.8012750333470468
all_rows_missing_visibility_equal,log_reviews,1985,1985–1989,Jester/Trickster,1.5750219890266457
all_rows_missing_visibility_equal,log_reviews,1985,1985–1989,Lover,1.9682506867100173
all_rows_missing_visibility_equal,log_reviews,1985,1985–1989,Magician/Transformer,6.497016666810609
all_rows_missing_visibility_equal,log_reviews,1985,1985–1989,Rebel/Outlaw,2.081070802552437
all_rows_missing_visibility_equal,log_reviews,1985,1985–1989,Ruler/Leader,5.543105195121214
all_rows_missing_visibility_equal,log_reviews,1985,1985–1989,Sage/Investigator,9.06285909550106
all_rows_missing_visibility_equal,log_reviews,1990,1990–1994,Caregiver/Guardian,3.138390621516348
all_rows_missing_visibility_equal,log_reviews,1990,1990–1994,Creator/Artist,3.0131867920463877
all_rows_missing_visibility_equal,log_reviews,1990,1990–1994,Everyman/Orphan,4.821379984159546
all_rows_missing_visibility_equal,log_reviews,1990,1990–1994,Explorer/Seeker,24.274682151609795
all_rows_missing_visibility_equal,log_reviews,1990,1990–1994,Hero/Warrior,34.73888603027653
all_rows_missing_visibility_equal,log_reviews,1990,1990–1994,Innocent,1.875861505981895
all_rows_missing_visibility_equal,log_reviews,1990,1990–1994,Jester/Trickster,2.693494922066621
all_rows_missing_visibility_equal,log_reviews,1990,1990–1994,Lover,1.6831100080559769
all_rows_missing_visibility_equal,log_reviews,1990,1990–1994,Magician/Transformer,7.171471563622161
all_rows_missing_visibility_equal,log_reviews,1990,1990–1994,Rebel/Outlaw,2.218712526119032
all_rows_missing_visibility_equal,log_reviews,1990,1990–1994,Ruler/Leader,5.8478729082818575
all_rows_missing_visibility_equal,log_reviews,1990,1990–1994,Sage/Investigator,8.008566383146105
all_rows_missing_visibility_equal,log_reviews,1995,1995–1999,Caregiver/Guardian,2.936008208009948
all_rows_missing_visibility_equal,log_reviews,1995,1995–1999,Creator/Artist,3.5491945521301034
all_rows_missing_visibility_equal,log_reviews,1995,1995–1999,Everyman/Orphan,5.6135475023808965
all_rows_missing_visibility_equal,log_reviews,1995,1995–1999,Explorer/Seeker,24.339934002262414
all_rows_missing_visibility_equal,log_reviews,1995,1995–1999,Hero/Warrior,28.128440015661425
all_rows_missing_visibility_equal,log_reviews,1995,1995–1999,Innocent,2.293299553416675
all_rows_missing_visibility_equal,log_reviews,1995,1995–1999,Jester/Trickster,3.1166112914633004
all_rows_missing_visibility_equal,log_reviews,1995,1995–1999,Lover,2.4007266925036967
all_rows_missing_visibility_equal,log_reviews,1995,1995–1999,Magician/Transformer,6.124933571021705
all_rows_missing_visibility_equal,log_reviews,1995,1995–1999,Rebel/Outlaw,4.010294656431453
all_rows_missing_visibility_equal,log_reviews,1995,1995–1999,Ruler/Leader,6.075431732291789
all_rows_missing_visibility_equal,log_reviews,1995,1995–1999,Sage/Investigator,9.892389261542345
all_rows_missing_visibility_equal,log_reviews,2000,2000–2004,Caregiver/Guardian,2.623861886149373
all_rows_missing_visibility_equal,log_reviews,2000,2000–2004,Creator/Artist,2.7380340559760583
all_rows_missing_visibility_equal,log_reviews,2000,2000–2004,Everyman/Orphan,5.372233935682905
all_rows_missing_visibility_equal,log_reviews,2000,2000–2004,Explorer/Seeker,24.00381404138576
all_rows_missing_visibility_equal,log_reviews,2000,2000–2004,Hero/Warrior,28.544849612503146
all_rows_missing_visibility_equal,log_reviews,2000,2000–2004,Innocent,1.8722098423534725
all_rows_missing_visibility_equal,log_reviews,2000,2000–2004,Jester/Trickster,2.9954882398236666
all_rows_missing_visibility_equal,log_reviews,2000,2000–2004,Lover,2.4513394790353327
all_rows_missing_visibility_equal,log_reviews,2000,2000–2004,Magician/Transformer,5.671630560009331
all_rows_missing_visibility_equal,log_reviews,2000,2000–2004,Rebel/Outlaw,5.6578404069847945
all_rows_missing_visibility_equal,log_reviews,2000,2000–2004,Ruler/Leader,6.865510310808209
all_rows_missing_visibility_equal,log_reviews,2000,2000–2004,Sage/Investigator,8.91072124157294
all_rows_missing_visibility_equal,log_reviews,2005,2005–2009,Caregiver/Guardian,2.5190684451701655
all_rows_missing_visibility_equal,log_reviews,2005,2005–2009,Creator/Artist,3.3521828508663227
all_rows_missing_visibility_equal,log_reviews,2005,2005–2009,Everyman/Orphan,6.748763564982703
all_rows_missing_visibility_equal,log_reviews,2005,2005–2009,Explorer/Seeker,21.62614817097377
all_rows_missing_visibility_equal,log_reviews,2005,2005–2009,Hero/Warrior,27.51671054880231
all_rows_missing_visibility_equal,log_reviews,2005,2005–2009,Innocent,1.5638456173711088
all_rows_missing_visibility_equal,log_reviews,2005,2005–2009,Jester/Trickster,4.058926390429134
all_rows_missing_visibility_equal,log_reviews,2005,2005–2009,Lover,2.466485924964866
all_rows_missing_visibility_equal,log_reviews,2005,2005–2009,Magician/Transformer,4.767477464044687
all_rows_missing_visibility_equal,log_reviews,2005,2005–2009,Rebel/Outlaw,5.855529831009733
all_rows_missing_visibility_equal,log_reviews,2005,2005–2009,Ruler/Leader,6.8655863476798
all_rows_missing_visibility_equal,log_reviews,2005,2005–2009,Sage/Investigator,9.781355446342163
all_rows_missing_visibility_equal,log_reviews,2010,2010–2014,Caregiver/Guardian,2.3643185699718563
all_rows_missing_visibility_equal,log_reviews,2010,2010–2014,Creator/Artist,4.362516819656939
all_rows_missing_visibility_equal,log_reviews,2010,2010–2014,Everyman/Orphan,8.75467608669452
all_rows_missing_visibility_equal,log_reviews,2010,2010–2014,Explorer/Seeker,20.228318201966353
all_rows_missing_visibility_equal,log_reviews,2010,2010–2014,Hero/Warrior,23.37661048112227
all_rows_missing_visibility_equal,log_reviews,2010,2010–2014,Innocent,2.199809213728244
all_rows_missing_visibility_equal,log_reviews,2010,2010–2014,Jester/Trickster,5.347715323792758
all_rows_missing_visibility_equal,log_reviews,2010,2010–2014,Lover,3.0047290856695197
all_rows_missing_visibility_equal,log_reviews,2010,2010–2014,Magician/Transformer,4.980883048192089
all_rows_missing_visibility_equal,log_reviews,2010,2010–2014,Rebel/Outlaw,6.884700547650837
all_rows_missing_visibility_equal,log_reviews,2010,2010–2014,Ruler/Leader,5.853227756855068
all_rows_missing_visibility_equal,log_reviews,2010,2010–2014,Sage/Investigator,8.834208316282266
all_rows_missing_visibility_equal,log_reviews,2015,2015–2019,Caregiver/Guardian,2.38217132620326
all_rows_missing_visibility_equal,log_reviews,2015,2015–2019,Creator/Artist,4.435979232131469
all_rows_missing_visibility_equal,log_reviews,2015,2015–2019,Everyman/Orphan,11.015679849845466
all_rows_missing_visibility_equal,log_reviews,2015,2015–2019,Explorer/Seeker,19.678290502561833
all_rows_missing_visibility_equal,log_reviews,2015,2015–2019,Hero/Warrior,19.377337125773863
all_rows_missing_visibility_equal,log_reviews,2015,2015–2019,Innocent,2.4212760131391926
all_rows_missing_visibility_equal,log_reviews,2015,2015–2019,Jester/Trickster,6.020975590101875
all_rows_missing_visibility_equal,log_reviews,2015,2015–2019,Lover,3.3576833712787626
all_rows_missing_visibility_equal,log_reviews,2015,2015–2019,Magician/Transformer,5.691677057485237
all_rows_missing_visibility_equal,log_reviews,2015,2015–2019,Rebel/Outlaw,7.680347625786784
all_rows_missing_visibility_equal,log_reviews,2015,2015–2019,Ruler/Leader,5.387823676058475
all_rows_missing_visibility_equal,log_reviews,2015,2015–2019,Sage/Investigator,7.555594232277867
all_rows_missing_visibility_equal,log_reviews,2020,2020–2024,Caregiver/Guardian,2.9729577048196694
all_rows_missing_visibility_equal,log_reviews,2020,2020–2024,Creator/Artist,4.950140667937345
all_rows_missing_visibility_equal,log_reviews,2020,2020–2024,Everyman/Orphan,11.621128496136045
all_rows_missing_visibility_equal,log_reviews,2020,2020–2024,Explorer/Seeker,21.69250369569956
all_rows_missing_visibility_equal,log_reviews,2020,2020–2024,Hero/Warrior,19.01765887234494
all_rows_missing_visibility_equal,log_reviews,2020,2020–2024,Innocent,2.366238853005941
all_rows_missing_visibility_equal,log_reviews,2020,2020–2024,Jester/Trickster,4.792554804589882
all_rows_missing_visibility_equal,log_reviews,2020,2020–2024,Lover,3.653713056303799
all_rows_missing_visibility_equal,log_reviews,2020,2020–2024,Magician/Transformer,5.529812419809291
all_rows_missing_visibility_equal,log_reviews,2020,2020–2024,Rebel/Outlaw,6.666406268612123
all_rows_missing_visibility_equal,log_reviews,2020,2020–2024,Ruler/Leader,5.172393272507653
all_rows_missing_visibility_equal,log_reviews,2020,2020–2024,Sage/Investigator,7.106343366419692
all_rows_missing_visibility_equal,log_reviews,2025,2025,Caregiver/Guardian,3.0504169803440657
all_rows_missing_visibility_equal,log_reviews,2025,2025,Creator/Artist,5.254939145391145
all_rows_missing_visibility_equal,log_reviews,2025,2025,Everyman/Orphan,12.07166188109687
all_rows_missing_visibility_equal,log_reviews,2025,2025,Explorer/Seeker,27.873548197695207
all_rows_missing_visibility_equal,log_reviews,2025,2025,Hero/Warrior,19.82430734597477
all_rows_missing_visibility_equal,log_reviews,2025,2025,Innocent,1.6787118863048436
all_rows_missing_visibility_equal,log_reviews,2025,2025,Jester/Trickster,3.100837608750304
all_rows_missing_visibility_equal,log_reviews,2025,2025,Lover,2.6719569359365463
all_rows_missing_visibility_equal,log_reviews,2025,2025,Magician/Transformer,5.1502159037054405
all_rows_missing_visibility_equal,log_reviews,2025,2025,Rebel/Outlaw,4.849130146301842
all_rows_missing_visibility_equal,log_reviews,2025,2025,Ruler/Leader,4.825037762160973
all_rows_missing_visibility_equal,log_reviews,2025,2025,Sage/Investigator,6.792422542776907
all_rows_missing_visibility_equal,raw_cap_p99,1970,1970–1974,Caregiver/Guardian,6.315789473684211
all_rows_missing_visibility_equal,raw_cap_p99,1970,1970–1974,Creator/Artist,21.703134240094617
all_rows_missing_visibility_equal,raw_cap_p99,1970,1970–1974,Everyman/Orphan,11.727713287501407
all_rows_missing_visibility_equal,raw_cap_p99,1970,1970–1974,Explorer/Seeker,28.975951113739402
all_rows_missing_visibility_equal,raw_cap_p99,1970,1970–1974,Hero/Warrior,43.38360493539505
all_rows_missing_visibility_equal,raw_cap_p99,1970,1970–1974,Innocent,11.270145384875462
all_rows_missing_visibility_equal,raw_cap_p99,1970,1970–1974,Magician/Transformer,12.63157894736842
all_rows_missing_visibility_equal,raw_cap_p99,1970,1970–1974,Rebel/Outlaw,5.913660555884091
all_rows_missing_visibility_equal,raw_cap_p99,1970,1970–1974,Ruler/Leader,12.63157894736842
all_rows_missing_visibility_equal,raw_cap_p99,1970,1970–1974,Sage/Investigator,8.763521536319201
all_rows_missing_visibility_equal,raw_cap_p99,1975,1975–1979,Caregiver/Guardian,3.3762213306908606
all_rows_missing_visibility_equal,raw_cap_p99,1975,1975–1979,Creator/Artist,9.922909130819908
all_rows_missing_visibility_equal,raw_cap_p99,1975,1975–1979,Everyman/Orphan,6.12003147984685
all_rows_missing_visibility_equal,raw_cap_p99,1975,1975–1979,Explorer/Seeker,24.730944041602168
all_rows_missing_visibility_equal,raw_cap_p99,1975,1975–1979,Hero/Warrior,41.90867922469216
all_rows_missing_visibility_equal,raw_cap_p99,1975,1975–1979,Innocent,3.274110965728599
all_rows_missing_visibility_equal,raw_cap_p99,1975,1975–1979,Lover,1.3662653894615395
all_rows_missing_visibility_equal,raw_cap_p99,1975,1975–1979,Magician/Transformer,4.075812378644834
all_rows_missing_visibility_equal,raw_cap_p99,1975,1975–1979,Rebel/Outlaw,3.3237922384265715
all_rows_missing_visibility_equal,raw_cap_p99,1975,1975–1979,Ruler/Leader,4.403971171403826
all_rows_missing_visibility_equal,raw_cap_p99,1975,1975–1979,Sage/Investigator,6.219508170799365
all_rows_missing_visibility_equal,raw_cap_p99,1980,1980–1984,Caregiver/Guardian,3.1227072651312135
all_rows_missing_visibility_equal,raw_cap_p99,1980,1980–1984,Creator/Artist,3.527192956123334
all_rows_missing_visibility_equal,raw_cap_p99,1980,1980–1984,Everyman/Orphan,4.909565571397398
all_rows_missing_visibility_equal,raw_cap_p99,1980,1980–1984,Explorer/Seeker,24.855981670650383
all_rows_missing_visibility_equal,raw_cap_p99,1980,1980–1984,Hero/Warrior,36.98002908489896
all_rows_missing_visibility_equal,raw_cap_p99,1980,1980–1984,Innocent,0.5205660954896736
