population,scheme,decade,archetype,share_pct
all_rows_missing_visibility_equal,raw_reviews,1980s,Creator/Artist,2.704261092654959
all_rows_missing_visibility_equal,raw_reviews,1980s,Everyman/Orphan,5.470717371117173
all_rows_missing_visibility_equal,raw_reviews,1980s,Explorer/Seeker,25.184784146598624
all_rows_missing_visibility_equal,raw_reviews,1980s,Hero/Warrior,33.07784107164326
all_rows_missing_visibility_equal,raw_reviews,1980s,Innocent,0.7010816477351864
all_rows_missing_visibility_equal,raw_reviews,1980s,Jester/Trickster,4.9448514101405765
all_rows_missing_visibility_equal,raw_reviews,1980s,Lover,2.948514486956087
all_rows_missing_visibility_equal,raw_reviews,1980s,Magician/Transformer,5.840056354974145
all_rows_missing_visibility_equal,raw_reviews,1980s,Rebel/Outlaw,3.0727847895573834
all_rows_missing_visibility_equal,raw_reviews,1980s,Ruler/Leader,4.425416302649511
all_rows_missing_visibility_equal,raw_reviews,1980s,Sage/Investigator,9.18351612180635
all_rows_missing_visibility_equal,raw_reviews,1980s,Uncertain,3.352828908922261
all_rows_missing_visibility_equal,raw_reviews,1990s,Caregiver/Guardian,0.47123381765482736
all_rows_missing_visibility_equal,raw_reviews,1990s,Creator/Artist,0.7230283710933192
all_rows_missing_visibility_equal,raw_reviews,1990s,Everyman/Orphan,6.990933561669524
all_rows_missing_visibility_equal,raw_reviews,1990s,Explorer/Seeker,25.609579641251724
all_rows_missing_visibility_equal,raw_reviews,1990s,Hero/Warrior,26.465519176287632
all_rows_missing_visibility_equal,raw_reviews,1990s,Innocent,1.9257300698963433
all_rows_missing_visibility_equal,raw_reviews,1990s,Jester/Trickster,3.377109859443704
all_rows_missing_visibility_equal,raw_reviews,1990s,Lover,1.5372723880349568
all_rows_missing_visibility_equal,raw_reviews,1990s,Magician/Transformer,5.5213528148678614
all_rows_missing_visibility_equal,raw_reviews,1990s,Rebel/Outlaw,5.723557651243997
all_rows_missing_visibility_equal,raw_reviews,1990s,Ruler/Leader,3.3069668893063024
all_rows_missing_visibility_equal,raw_reviews,1990s,Sage/Investigator,14.221176379304485
all_rows_missing_visibility_equal,raw_reviews,1990s,Uncertain,4.585043755494804
all_rows_missing_visibility_equal,raw_reviews,2000s,Caregiver/Guardian,1.8830400490424375
all_rows_missing_visibility_equal,raw_reviews,2000s,Creator/Artist,0.8696455471884377
all_rows_missing_visibility_equal,raw_reviews,2000s,Everyman/Orphan,11.700798337451591
all_rows_missing_visibility_equal,raw_reviews,2000s,Explorer/Seeker,14.035321971128415
all_rows_missing_visibility_equal,raw_reviews,2000s,Hero/Warrior,25.05240309006278
all_rows_missing_visibility_equal,raw_reviews,2000s,Innocent,0.4764098765054016
all_rows_missing_visibility_equal,raw_reviews,2000s,Jester/Trickster,5.064781290295829
all_rows_missing_visibility_equal,raw_reviews,2000s,Lover,0.8964785405119468
all_rows_missing_visibility_equal,raw_reviews,2000s,Magician/Transformer,2.2646785871690063
all_rows_missing_visibility_equal,raw_reviews,2000s,Rebel/Outlaw,17.4605822292522
all_rows_missing_visibility_equal,raw_reviews,2000s,Ruler/Leader,5.08695286453396
all_rows_missing_visibility_equal,raw_reviews,2000s,Sage/Investigator,8.16916617794396
all_rows_missing_visibility_equal,raw_reviews,2000s,Uncertain,7.0397414389140405
all_rows_missing_visibility_equal,raw_reviews,2010s,Caregiver/Guardian,5.163725832452328
all_rows_missing_visibility_equal,raw_reviews,2010s,Creator/Artist,4.29231401844303
all_rows_missing_visibility_equal,raw_reviews,2010s,Everyman/Orphan,14.594692329945513
all_rows_missing_visibility_equal,raw_reviews,2010s,Explorer/Seeker,15.348190449721972
all_rows_missing_visibility_equal,raw_reviews,2010s,Hero/Warrior,22.421721281818492
all_rows_missing_visibility_equal,raw_reviews,2010s,Innocent,2.63766739784109
all_rows_missing_visibility_equal,raw_reviews,2010s,Jester/Trickster,3.7138967602095376
all_rows_missing_visibility_equal,raw_reviews,2010s,Lover,2.03070574957509
all_rows_missing_visibility_equal,raw_reviews,2010s,Magician/Transformer,3.1084179352444368
all_rows_missing_visibility_equal,raw_reviews,2010s,Rebel/Outlaw,11.795505608323229
all_rows_missing_visibility_equal,raw_reviews,2010s,Ruler/Leader,3.5760730426568763
all_rows_missing_visibility_equal,raw_reviews,2010s,Sage/Investigator,5.109019270489563
all_rows_missing_visibility_equal,raw_reviews,2010s,Uncertain,6.208070323278843
all_rows_missing_visibility_equal,raw_reviews,2020s,Caregiver/Guardian,4.003262530693782
all_rows_missing_visibility_equal,raw_reviews,2020s,Creator/Artist,4.60184762224002
all_rows_missing_visibility_equal,raw_reviews,2020s,Everyman/Orphan,11.908057502032726
all_rows_missing_visibility_equal,raw_reviews,2020s,Explorer/Seeker,20.159586861307975
all_rows_missing_visibility_equal,raw_reviews,2020s,Hero/Warrior,24.84255828831809
all_rows_missing_visibility_equal,raw_reviews,2020s,Innocent,1.9728596831146132
all_rows_missing_visibility_equal,raw_reviews,2020s,Jester/Trickster,3.3820428634012667
all_rows_missing_visibility_equal,raw_reviews,2020s,Lover,2.5572828436135695
all_rows_missing_visibility_equal,raw_reviews,2020s,Magician/Transformer,5.0344215207131
all_rows_missing_visibility_equal,raw_reviews,2020s,Rebel/Outlaw,8.473255801599779
all_rows_missing_visibility_equal,raw_reviews,2020s,Ruler/Leader,4.3592832039047895
all_rows_missing_visibility_equal,raw_reviews,2020s,Sage/Investigator,4.3187998352173205
all_rows_missing_visibility_equal,raw_reviews,2020s,Uncertain,4.386741443842962
all_rows_missing_visibility_equal,sqrt_reviews,1980s,Caregiver/Guardian,3.380992862941158
all_rows_missing_visibility_equal,sqrt_reviews,1980s,Creator/Artist,3.5781140454179394
all_rows_missing_visibility_equal,sqrt_reviews,1980s,Everyman/Orphan,5.281775865537365
all_rows_missing_visibility_equal,sqrt_reviews,1980s,Explorer/Seeker,23.441359749645027
all_rows_missing_visibility_equal,sqrt_reviews,1980s,Hero/Warrior,37.732596434344586
all_rows_missing_visibility_equal,sqrt_reviews,1980s,Innocent,0.7199613473973326
all_rows_missing_visibility_equal,sqrt_reviews,1980s,Jester/Trickster,1.350318724224192
all_rows_missing_visibility_equal,sqrt_reviews,1980s,Lover,1.378338899944936
all_rows_missing_visibility_equal,sqrt_reviews,1980s,Magician/Transformer,6.605213991553255
all_rows_missing_visibility_equal,sqrt_reviews,1980s,Rebel/Outlaw,1.9141470267951994
all_rows_missing_visibility_equal,sqrt_reviews,1980s,Ruler/Leader,5.248849350973933
all_rows_missing_visibility_equal,sqrt_reviews,1980s,Sage/Investigator,9.40288280702625
all_rows_missing_visibility_equal,sqrt_reviews,1980s,Uncertain,1.0048076662124854
all_rows_missing_visibility_equal,sqrt_reviews,1990s,Caregiver/Guardian,2.3889329824533547
all_rows_missing_visibility_equal,sqrt_reviews,1990s,Creator/Artist,2.6722352742310194
all_rows_missing_visibility_equal,sqrt_reviews,1990s,Everyman/Orphan,5.807348068654235
all_rows_missing_visibility_equal,sqrt_reviews,1990s,Explorer/Seeker,23.90076233680372
all_rows_missing_visibility_equal,sqrt_reviews,1990s,Hero/Warrior,30.517116578363527
all_rows_missing_visibility_equal,sqrt_reviews,1990s,Innocent,2.1528232405000867
all_rows_missing_visibility_equal,sqrt_reviews,1990s,Jester/Trickster,3.1945057995363912
all_rows_missing_visibility_equal,sqrt_reviews,1990s,Lover,1.7838538980973362
all_rows_missing_visibility_equal,sqrt_reviews,1990s,Magician/Transformer,6.0666615405727224
all_rows_missing_visibility_equal,sqrt_reviews,1990s,Rebel/Outlaw,3.9392648564050736
all_rows_missing_visibility_equal,sqrt_reviews,1990s,Ruler/Leader,5.644881399635617
all_rows_missing_visibility_equal,sqrt_reviews,1990s,Sage/Investigator,10.078598244153739
all_rows_missing_visibility_equal,sqrt_reviews,1990s,Uncertain,2.058906422881302
all_rows_missing_visibility_equal,sqrt_reviews,2000s,Caregiver/Guardian,1.8981135361471253
all_rows_missing_visibility_equal,sqrt_reviews,2000s,Creator/Artist,2.3022544922522075
all_rows_missing_visibility_equal,sqrt_reviews,2000s,Everyman/Orphan,7.184131375213228
all_rows_missing_visibility_equal,sqrt_reviews,2000s,Explorer/Seeker,18.825015484919696
all_rows_missing_visibility_equal,sqrt_reviews,2000s,Hero/Warrior,26.877737992137128
all_rows_missing_visibility_equal,sqrt_reviews,2000s,Innocent,1.2073260837896929
all_rows_missing_visibility_equal,sqrt_reviews,2000s,Jester/Trickster,4.120219592518195
all_rows_missing_visibility_equal,sqrt_reviews,2000s,Lover,1.635966250153255
all_rows_missing_visibility_equal,sqrt_reviews,2000s,Magician/Transformer,4.0642127991051025
all_rows_missing_visibility_equal,sqrt_reviews,2000s,Rebel/Outlaw,10.75094767121279
all_rows_missing_visibility_equal,sqrt_reviews,2000s,Ruler/Leader,7.027832949657624
all_rows_missing_visibility_equal,sqrt_reviews,2000s,Sage/Investigator,9.018491351901341
all_rows_missing_visibility_equal,sqrt_reviews,2000s,Uncertain,5.087750420992609
all_rows_missing_visibility_equal,sqrt_reviews,2010s,Caregiver/Guardian,3.191619507629151
all_rows_missing_visibility_equal,sqrt_reviews,2010s,Creator/Artist,4.082150131692265
all_rows_missing_visibility_equal,sqrt_reviews,2010s,Everyman/Orphan,11.603763642925768
all_rows_missing_visibility_equal,sqrt_reviews,2010s,Explorer/Seeker,16.976163985937074
all_rows_missing_visibility_equal,sqrt_reviews,2010s,Hero/Warrior,21.520342341235434
all_rows_missing_visibility_equal,sqrt_reviews,2010s,Innocent,2.6199755242326677
all_rows_missing_visibility_equal,sqrt_reviews,2010s,Jester/Trickster,5.594698135414361
all_rows_missing_visibility_equal,sqrt_reviews,2010s,Lover,2.6734200217603576
all_rows_missing_visibility_equal,sqrt_reviews,2010s,Magician/Transformer,4.221905876018248
all_rows_missing_visibility_equal,sqrt_reviews,2010s,Rebel/Outlaw,9.209036498531287
all_rows_missing_visibility_equal,sqrt_reviews,2010s,Ruler/Leader,5.304126248139328
all_rows_missing_visibility_equal,sqrt_reviews,2010s,Sage/Investigator,7.426687820055122
all_rows_missing_visibility_equal,sqrt_reviews,2010s,Uncertain,5.576110266428936
all_rows_missing_visibility_equal,sqrt_reviews,2020s,Caregiver/Guardian,3.5079138553516507
all_rows_missing_visibility_equal,sqrt_reviews,2020s,Creator/Artist,5.520815825786911
all_rows_missing_visibility_equal,sqrt_reviews,2020s,Everyman/Orphan,11.996253200095376
all_rows_missing_visibility_equal,sqrt_reviews,2020s,Explorer/Seeker,19.73365181902098
all_rows_missing_visibility_equal,sqrt_reviews,2020s,Hero/Warrior,19.654649886280048
all_rows_missing_visibility_equal,sqrt_reviews,2020s,Innocent,2.267199337768046
all_rows_missing_visibility_equal,sqrt_reviews,2020s,Jester/Trickster,4.673410311078169
all_rows_missing_visibility_equal,sqrt_reviews,2020s,Lover,3.374291826973298
all_rows_missing_visibility_equal,sqrt_reviews,2020s,Magician/Transformer,5.021592906196848
all_rows_missing_visibility_equal,sqrt_reviews,2020s,Rebel/Outlaw,7.451536523409019
all_rows_missing_visibility_equal,sqrt_reviews,2020s,Ruler/Leader,5.539914183713151
all_rows_missing_visibility_equal,sqrt_reviews,2020s,Sage/Investigator,6.5775266226118205
all_rows_missing_visibility_equal,sqrt_reviews,2020s,Uncertain,4.681243701714684
all_rows_missing_visibility_equal,tiered_reviews,1980s,Caregiver/Guardian,3.495616494881112
all_rows_missing_visibility_equal,tiered_reviews,1980s,Creator/Artist,3.7143820171500175
all_rows_missing_visibility_equal,tiered_reviews,1980s,Everyman/Orphan,5.223588814744937
all_rows_missing_visibility_equal,tiered_reviews,1980s,Explorer/Seeker,23.311290019705282
all_rows_missing_visibility_equal,tiered_reviews,1980s,Hero/Warrior,38.41318521390387
all_rows_missing_visibility_equal,tiered_reviews,1980s,Innocent,0.7077838054192256
all_rows_missing_visibility_equal,tiered_reviews,1980s,Jester/Trickster,0.8977658060582971
all_rows_missing_visibility_equal,tiered_reviews,1980s,Lover,1.1481404558346129
all_rows_missing_visibility_equal,tiered_reviews,1980s,Magician/Transformer,6.692927552306441
all_rows_missing_visibility_equal,tiered_reviews,1980s,Rebel/Outlaw,1.732633507403494
all_rows_missing_visibility_equal,tiered_reviews,1980s,Ruler/Leader,5.340515591688265
all_rows_missing_visibility_equal,tiered_reviews,1980s,Sage/Investigator,9.380028969344137
all_rows_missing_visibility_equal,tiered_reviews,1980s,Uncertain,0.3191833216613694
all_rows_missing_visibility_equal,tiered_reviews,1990s,Caregiver/Guardian,3.472255252795145
all_rows_missing_visibility_equal,tiered_reviews,1990s,Creator/Artist,3.668917832107863
all_rows_missing_visibility_equal,tiered_reviews,1990s,Everyman/Orphan,5.0908910554331115
all_rows_missing_visibility_equal,tiered_reviews,1990s,Explorer/Seeker,25.041464492345543
all_rows_missing_visibility_equal,tiered_reviews,1990s,Hero/Warrior,32.18143404582671
all_rows_missing_visibility_equal,tiered_reviews,1990s,Innocent,1.9126640402616046
all_rows_missing_visibility_equal,tiered_reviews,1990s,Jester/Trickster,2.406412514391509
all_rows_missing_visibility_equal,tiered_reviews,1990s,Lover,2.1906205681218447
all_rows_missing_visibility_equal,tiered_reviews,1990s,Magician/Transformer,6.919625548999885
all_rows_missing_visibility_equal,tiered_reviews,1990s,Rebel/Outlaw,2.2594259795617306
all_rows_missing_visibility_equal,tiered_reviews,1990s,Ruler/Leader,5.752390548749267
all_rows_missing_visibility_equal,tiered_reviews,1990s,Sage/Investigator,8.649793427177771
all_rows_missing_visibility_equal,tiered_reviews,1990s,Uncertain,0.5045607713644701
all_rows_missing_visibility_equal,tiered_reviews,2000s,Caregiver/Guardian,3.155135265570221
all_rows_missing_visibility_equal,tiered_reviews,2000s,Creator/Artist,3.34202456820818
all_rows_missing_visibility_equal,tiered_reviews,2000s,Everyman/Orphan,5.994997040583815
all_rows_missing_visibility_equal,tiered_reviews,2000s,Explorer/Seeker,25.242741231693152
all_rows_missing_visibility_equal,tiered_reviews,2000s,Hero/Warrior,29.01137020956086
all_rows_missing_visibility_equal,tiered_reviews,2000s,Innocent,1.8747375045442465
all_rows_missing_visibility_equal,tiered_reviews,2000s,Jester/Trickster,3.078792250662958
all_rows_missing_visibility_equal,tiered_reviews,2000s,Lover,3.1469873238104022
all_rows_missing_visibility_equal,tiered_reviews,2000s,Magician/Transformer,5.475662523524003
all_rows_missing_visibility_equal,tiered_reviews,2000s,Rebel/Outlaw,3.7941637349399135
all_rows_missing_visibility_equal,tiered_reviews,2000s,Ruler/Leader,5.752287938391548
all_rows_missing_visibility_equal,tiered_reviews,2000s,Sage/Investigator,8.816228805174786
all_rows_missing_visibility_equal,tiered_reviews,2000s,Uncertain,1.3148716033359114
all_rows_missing_visibility_equal,tiered_reviews,2010s,Caregiver/Guardian,2.5517110401875605
all_rows_missing_visibility_equal,tiered_reviews,2010s,Creator/Artist,4.289685072011479
all_rows_missing_visibility_equal,tiered_reviews,2010s,Everyman/Orphan,9.292437689275639
all_rows_missing_visibility_equal,tiered_reviews,2010s,Explorer/Seeker,23.025652351997525
all_rows_missing_visibility_equal,tiered_reviews,2010s,Hero/Warrior,22.306077390650213
all_rows_missing_visibility_equal,tiered_reviews,2010s,Innocent,2.063827235349158
all_rows_missing_visibility_equal,tiered_reviews,2010s,Jester/Trickster,4.688928725080589
all_rows_missing_visibility_equal,tiered_reviews,2010s,Lover,3.7056476542764982
all_rows_missing_visibility_equal,tiered_reviews,2010s,Magician/Transformer,5.362338276752711
all_rows_missing_visibility_equal,tiered_reviews,2010s,Rebel/Outlaw,5.921092285441342
all_rows_missing_visibility_equal,tiered_reviews,2010s,Ruler/Leader,5.3224368432173765
all_rows_missing_visibility_equal,tiered_reviews,2010s,Sage/Investigator,8.167836979545939
all_rows_missing_visibility_equal,tiered_reviews,2010s,Uncertain,3.302328456213972
all_rows_missing_visibility_equal,tiered_reviews,2020s,Caregiver/Guardian,2.9218007881957617
all_rows_missing_visibility_equal,tiered_reviews,2020s,Creator/Artist,4.349096462558849
all_rows_missing_visibility_equal,tiered_reviews,2020s,Everyman/Orphan,11.08167030315334
all_rows_missing_visibility_equal,tiered_reviews,2020s,Explorer/Seeker,27.60873348182818
all_rows_missing_visibility_equal,tiered_reviews,2020s,Hero/Warrior,20.586593328309146
all_rows_missing_visibility_equal,tiered_reviews,2020s,Innocent,1.8801560344840207
all_rows_missing_visibility_equal,tiered_reviews,2020s,Jester/Trickster,3.4671853573151226
all_rows_missing_visibility_equal,tiered_reviews,2020s,Lover,3.625835577279071
all_rows_missing_visibility_equal,tiered_reviews,2020s,Magician/Transformer,4.987954693396964
all_rows_missing_visibility_equal,tiered_reviews,2020s,Rebel/Outlaw,4.9512837164294385
all_rows_missing_visibility_equal,tiered_reviews,2020s,Ruler/Leader,4.594834416370259
all_rows_missing_visibility_equal,tiered_reviews,2020s,Sage/Investigator,7.044290283083231
all_rows_missing_visibility_equal,tiered_reviews,2020s,Uncertain,2.900565557596616
matched_only,blend_equal_log,1980s,Caregiver/Guardian,3.0575931650541763
matched_only,blend_equal_log,1980s,Everyman/Orphan,10.016050677265476
matched_only,blend_equal_log,1980s,Explorer/Seeker,39.88915922179227
matched_only,blend_equal_log,1980s,Hero/Warrior,25.634594439314736
matched_only,blend_equal_log,1980s,Innocent,2.793898133871364
matched_only,blend_equal_log,1980s,Jester/Trickster,11.966523202948919
matched_only,blend_equal_log,1980s,Lover,8.857910708377764
matched_only,blend_equal_log,1980s,Magician/Transformer,20.737442628486853
matched_only,blend_equal_log,1980s,Rebel/Outlaw,13.776174778497397
matched_only,blend_equal_log,1980s,Ruler/Leader,7.660996367136651
matched_only,blend_equal_log,1980s,Sage/Investigator,10.43372412282859
matched_only,blend_equal_log,1980s,Uncertain,7.048690177203766
matched_only,blend_equal_log,1990s,Caregiver/Guardian,1.0652710602717443
matched_only,blend_equal_log,1990s,Creator/Artist,1.604702111361405
matched_only,blend_equal_log,1990s,Everyman/Orphan,5.724521316513146
matched_only,blend_equal_log,1990s,Explorer/Seeker,21.764274819096652
matched_only,blend_equal_log,1990s,Hero/Warrior,25.321468168515654
matched_only,blend_equal_log,1990s,Innocent,3.412742402267766
matched_only,blend_equal_log,1990s,Jester/Trickster,6.5424784583634965
matched_only,blend_equal_log,1990s,Lover,2.4914988092878483
matched_only,blend_equal_log,1990s,Magician/Transformer,5.28539022118656
matched_only,blend_equal_log,1990s,Rebel/Outlaw,8.374997935969729
matched_only,blend_equal_log,1990s,Ruler/Leader,7.560756093934929
matched_only,blend_equal_log,1990s,Sage/Investigator,10.77295530121362
matched_only,blend_equal_log,1990s,Uncertain,4.4821189764815035
matched_only,blend_equal_log,2000s,Caregiver/Guardian,1.3752414750221817
matched_only,blend_equal_log,2000s,Creator/Artist,2.229133176609769
matched_only,blend_equal_log,2000s,Everyman/Orphan,5.946057839026404
matched_only,blend_equal_log,2000s,Explorer/Seeker,16.62056566838124
matched_only,blend_equal_log,2000s,Hero/Warrior,25.32171988516489
matched_only,blend_equal_log,2000s,Innocent,1.6071168969583358
matched_only,blend_equal_log,2000s,Jester/Trickster,4.816215322235768
matched_only,blend_equal_log,2000s,Lover,0.8905316928129116
matched_only,blend_equal_log,2000s,Magician/Transformer,4.737158817246689
matched_only,blend_equal_log,2000s,Rebel/Outlaw,10.357512800061892
matched_only,blend_equal_log,2000s,Ruler/Leader,10.0592798509139
matched_only,blend_equal_log,2000s,Sage/Investigator,11.064133002606855
matched_only,blend_equal_log,2000s,Uncertain,5.5001467269407325
matched_only,blend_equal_log,2010s,Caregiver/Guardian,2.086496843245403
matched_only,blend_equal_log,2010s,Creator/Artist,4.511258487168419
matched_only,blend_equal_log,2010s,Everyman/Orphan,10.283039929593352
matched_only,blend_equal_log,2010s,Explorer/Seeker,16.951731668063882
matched_only,blend_equal_log,2010s,Hero/Warrior,20.266011385662694
matched_only,blend_equal_log,2010s,Innocent,2.5580977629517543
matched_only,blend_equal_log,2010s,Jester/Trickster,6.751948798210554
matched_only,blend_equal_log,2010s,Lover,2.536898348971751
matched_only,blend_equal_log,2010s,Magician/Transformer,5.573357227035161
matched_only,blend_equal_log,2010s,Rebel/Outlaw,8.685187639002255
matched_only,blend_equal_log,2010s,Ruler/Leader,5.946548965598177
matched_only,blend_equal_log,2010s,Sage/Investigator,8.334917441716545
matched_only,blend_equal_log,2010s,Uncertain,5.51450550278005
matched_only,blend_equal_log,2020s,Caregiver/Guardian,3.026398654444202
matched_only,blend_equal_log,2020s,Creator/Artist,5.828978041911569
matched_only,blend_equal_log,2020s,Everyman/Orphan,12.536844712317189
matched_only,blend_equal_log,2020s,Explorer/Seeker,16.028935549412846
matched_only,blend_equal_log,2020s,Hero/Warrior,16.99749002885699
matched_only,blend_equal_log,2020s,Innocent,2.880203825089263
matched_only,blend_equal_log,2020s,Jester/Trickster,5.996567043238016
matched_only,blend_equal_log,2020s,Lover,3.2404286662198296
matched_only,blend_equal_log,2020s,Magician/Transformer,6.366090076236749
matched_only,blend_equal_log,2020s,Rebel/Outlaw,8.222921054470769
matched_only,blend_equal_log,2020s,Ruler/Leader,5.728440950793778
matched_only,blend_equal_log,2020s,Sage/Investigator,7.033601233017452
matched_only,blend_equal_log,2020s,Uncertain,6.113100163991347
matched_only,equal,1980s,Caregiver/Guardian,3.5204483755144933
matched_only,equal,1980s,Everyman/Orphan,10.20882747292938
matched_only,equal,1980s,Explorer/Seeker,39.280550300358875
matched_only,equal,1980s,Hero/Warrior,26.58333601590482
matched_only,equal,1980s,Innocent,2.883216104778074
matched_only,equal,1980s,Jester/Trickster,10.793073252717221
matched_only,equal,1980s,Lover,8.158613752996628
matched_only,equal,1980s,Magician/Transformer,21.00412321125394
matched_only,equal,1980s,Rebel/Outlaw,13.500552680611946
matched_only,equal,1980s,Ruler/Leader,8.729784312641407
matched_only,equal,1980s,Sage/Investigator,10.33096316955773
matched_only,equal,1980s,Uncertain,7.294445791899102
matched_only,equal,1990s,Caregiver/Guardian,1.1478166571332442
matched_only,equal,1990s,Creator/Artist,1.5740731817680504
matched_only,equal,1990s,Everyman/Orphan,5.560278864646838
matched_only,equal,1990s,Explorer/Seeker,21.27219001256818
matched_only,equal,1990s,Hero/Warrior,25.728456690298923
matched_only,equal,1990s,Innocent,3.322722836330793
matched_only,equal,1990s,Jester/Trickster,6.659069092826842
matched_only,equal,1990s,Lover,2.371143922281803
matched_only,equal,1990s,Magician/Transformer,5.362028885523978
matched_only,equal,1990s,Rebel/Outlaw,8.649863744928568
matched_only,equal,1990s,Ruler/Leader,7.954715952512018
matched_only,equal,1990s,Sage/Investigator,10.381660235510292
matched_only,equal,1990s,Uncertain,4.462582497771525
matched_only,equal,2000s,Caregiver/Guardian,1.4206986346051096
matched_only,equal,2000s,Creator/Artist,2.2759198298310386
matched_only,equal,2000s,Everyman/Orphan,5.970129825985291
matched_only,equal,2000s,Explorer/Seeker,16.630458755175436
matched_only,equal,2000s,Hero/Warrior,25.132648023921732
matched_only,equal,2000s,Innocent,1.7117832193771667
matched_only,equal,2000s,Jester/Trickster,4.924696993452395
matched_only,equal,2000s,Lover,0.8710909783108746
matched_only,equal,2000s,Magician/Transformer,4.878395703359738
matched_only,equal,2000s,Rebel/Outlaw,9.837526508620043
matched_only,equal,2000s,Ruler/Leader,10.306546866923174
matched_only,equal,2000s,Sage/Investigator,11.344876280857083
matched_only,equal,2000s,Uncertain,5.237655526270744
matched_only,equal,2010s,Caregiver/Guardian,1.9928592627750443
matched_only,equal,2010s,Creator/Artist,4.532389193485717
matched_only,equal,2010s,Everyman/Orphan,10.099286296919846
matched_only,equal,2010s,Explorer/Seeker,17.123193798433945
matched_only,equal,2010s,Hero/Warrior,20.085011910139727
matched_only,equal,2010s,Innocent,2.5429481251529555
matched_only,equal,2010s,Jester/Trickster,6.770825663286833
matched_only,equal,2010s,Lover,2.506590838142644
matched_only,equal,2010s,Magician/Transformer,5.84026501555215
matched_only,equal,2010s,Rebel/Outlaw,8.61141992497998
matched_only,equal,2010s,Ruler/Leader,5.944391761262225
matched_only,equal,2010s,Sage/Investigator,8.485186906103063
matched_only,equal,2010s,Uncertain,5.4656313037658695
matched_only,equal,2020s,Caregiver/Guardian,2.947845733079823
matched_only,equal,2020s,Creator/Artist,5.744914683495087
matched_only,equal,2020s,Everyman/Orphan,12.56451296621343
matched_only,equal,2020s,Explorer/Seeker,15.978452980850761
matched_only,equal,2020s,Hero/Warrior,16.862375629556503
matched_only,equal,2020s,Innocent,2.982262209410401
matched_only,equal,2020s,Jester/Trickster,6.073943181859504
matched_only,equal,2020s,Lover,3.1766972663379747
matched_only,equal,2020s,Magician/Transformer,6.543174027069001
matched_only,equal,2020s,Rebel/Outlaw,8.229750605987457
matched_only,equal,2020s,Ruler/Leader,5.6248584982294885
matched_only,equal,2020s,Sage/Investigator,7.018495271322909
matched_only,equal,2020s,Uncertain,6.252716946587664
matched_only,log_cap_p99,1980s,Caregiver/Guardian,2.5047805233929408
matched_only,log_cap_p99,1980s,Everyman/Orphan,9.802176918287161
matched_only,log_cap_p99,1980s,Explorer/Seeker,40.59778224558046
matched_only,log_cap_p99,1980s,Hero/Warrior,24.53057269058543
matched_only,log_cap_p99,1980s,Innocent,2.6889608488103414
matched_only,log_cap_p99,1980s,Jester/Trickster,13.330097812382146
matched_only,log_cap_p99,1980s,Lover,9.687513752410814
matched_only,log_cap_p99,1980s,Magician/Transformer,20.418458348317348
matched_only,log_cap_p99,1980s,Rebel/Outlaw,14.102762834982212
matched_only,log_cap_p99,1980s,Ruler/Leader,6.392063223032591
matched_only,log_cap_p99,1980s,Sage/Investigator,10.55934217969267
matched_only,log_cap_p99,1980s,Uncertain,6.75210427161289
matched_only,log_cap_p99,1990s,Caregiver/Guardian,0.9847451338741674
matched_only,log_cap_p99,1990s,Creator/Artist,1.6368147726542666
matched_only,log_cap_p99,1990s,Everyman/Orphan,5.880663693905117
matched_only,log_cap_p99,1990s,Explorer/Seeker,22.259496381063613
matched_only,log_cap_p99,1990s,Hero/Warrior,24.883825008511955
matched_only,log_cap_p99,1990s,Innocent,3.4987037093450946
matched_only,log_cap_p99,1990s,Jester/Trickster,6.453832306947992
matched_only,log_cap_p99,1990s,Lover,2.6273683999435047
matched_only,log_cap_p99,1990s,Magician/Transformer,5.219323822692047
matched_only,log_cap_p99,1990s,Rebel/Outlaw,8.097959653986416
matched_only,log_cap_p99,1990s,Ruler/Leader,7.148213224751796
matched_only,log_cap_p99,1990s,Sage/Investigator,11.181638601453795
matched_only,log_cap_p99,1990s,Uncertain,4.495884648951852
matched_only,log_cap_p99,2000s,Caregiver/Guardian,1.3343989503500702
matched_only,log_cap_p99,2000s,Creator/Artist,2.1963226795468396
matched_only,log_cap_p99,2000s,Everyman/Orphan,5.902362433395261
matched_only,log_cap_p99,2000s,Explorer/Seeker,16.64341591368652
matched_only,log_cap_p99,2000s,Hero/Warrior,25.48091767639141
matched_only,log_cap_p99,2000s,Innocent,1.5245207380239776
matched_only,log_cap_p99,2000s,Jester/Trickster,4.723943107778059
matched_only,log_cap_p99,2000s,Lover,0.9017217701718069
matched_only,log_cap_p99,2000s,Magician/Transformer,4.632926930477774
matched_only,log_cap_p99,2000s,Rebel/Outlaw,10.735238864417179
matched_only,log_cap_p99,2000s,Ruler/Leader,9.875021762117587
matched_only,log_cap_p99,2000s,Sage/Investigator,10.844992127091007
matched_only,log_cap_p99,2000s,Uncertain,5.713721087442095
matched_only,log_cap_p99,2010s,Caregiver/Guardian,2.157429018283867
matched_only,log_cap_p99,2010s,Creator/Artist,4.4993300988204386
matched_only,log_cap_p99,2010s,Everyman/Orphan,10.41624795030508
matched_only,log_cap_p99,2010s,Explorer/Seeker,16.821819208682193
matched_only,log_cap_p99,2010s,Hero/Warrior,20.402546119421537
matched_only,log_cap_p99,2010s,Innocent,2.5674356143529717
